Income Level,Country,Color Bin,X,Jan.19,Feb.19,Mar.19,Apr.19,May.19,Jun.19,Jul.19,Aug.19,Sep.19,Oct.19,Nov.19,Dec.19,Jan.20,Feb.20,Mar.20,Apr.20,May.20,Jun.20,Jul.20,Aug.20,Sep.20,Oct.20,Nov.20,Dec.20,Jan.21,Feb.21,Mar.21,Apr.21,May.21,Jun.21,Jul.21,Aug.21
High income,Seychelles,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.14
High income,Seychelles,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
High income,Seychelles,< 2.,Food Change Yoy,-0.02,-0.01,-0.02,-0.02,-0.01,0.00,-0.01,,0.02,0.01,,0.02,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
High income,Seychelles,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,
High income,Singapore,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,0.03,0.04,0.04,0.04,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.02,,,,,
High income,Singapore,2-5.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,
High income,Singapore,< 2.,Food Change Yoy,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,,,,,,,,,,,,,0.01,0.01,0.00,0.01,0.01
High income,Singapore,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00
High income,Slovakia,2-5.,Food Change Yoy,,0.02,0.03,0.03,0.04,0.04,0.05,,0.05,0.05,,,0.04,0.05,0.04,0.04,0.05,0.03,0.02,,,,,,,,,,,,0.03,0.04
High income,Slovakia,2-5.,Min. Bin,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,1.00,1.00
High income,Slovakia,5-30.,Food Change Yoy,,,,,,,,0.05,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,
High income,Slovakia,5-30.,Min. Bin,,,,,,,,1.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,
High income,Slovakia,< 2.,Food Change Yoy,0.02,,,,,,,,,,,,,,,,,,,0.01,0.00,0.01,0.01,0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.01,,
High income,Slovakia,< 2.,Min. Bin,1.00,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
High income,Slovenia,2-5.,Food Change Yoy,,,,,,0.02,0.03,0.03,,,0.02,0.03,0.03,0.04,0.05,,,0.03,0.03,0.04,0.04,0.03,,,,,,,,,,
High income,Slovenia,2-5.,Min. Bin,,,,,,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,
High income,Slovenia,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,0.05,0.05,,,,,,,,,,,,,,,
High income,Slovenia,5-30.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,
High income,Slovenia,< 2.,Food Change Yoy,0.01,0.00,0.00,0.01,0.01,,,,0.02,0.02,,,,,,,,,,,,,0.02,0.01,0.00,0.00,-0.01,0.00,-0.02,-0.01,-0.01,-0.01
High income,Slovenia,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Spain,2-5.,Food Change Yoy,,,,,,,,,,,,,0.02,,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,,,,,,,,,,
High income,Spain,2-5.,Min. Bin,,,,,,,,,,,,,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,
High income,Spain,< 2.,Food Change Yoy,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.02,,0.02,,,,,,,,,0.01,0.01,0.02,0.02,0.01,0.00,0.01,0.01,0.02,0.02
High income,Spain,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Sweden,2-5.,Food Change Yoy,,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.04,0.03,,0.02,,,,,,,,,,,,
High income,Sweden,2-5.,Min. Bin,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,,,,,,,,,,,
High income,Sweden,< 2.,Food Change Yoy,0.02,,,,,,,,,,,,,,,,,,0.02,,0.01,0.01,0.01,0.01,0.02,0.00,0.00,-0.01,-0.01,0.00,0.00,0.00
High income,Sweden,< 2.,Min. Bin,1.00,,,,,,,,,,,,,,,,,,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Switzerland,< 2.,Food Change Yoy,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02,-0.01
High income,Switzerland,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,Trinidad and Tobago,2-5.,Food Change Yoy,,,,,,,,0.02,,,,,,,,0.03,0.03,0.02,0.02,0.02,0.04,0.04,,0.05,,,,,,,,
High income,Trinidad and Tobago,2-5.,Min. Bin,,,,,,,,1.00,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,,,,,,,
High income,Trinidad and Tobago,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,
High income,Trinidad and Tobago,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,
High income,Trinidad and Tobago,< 2.,Food Change Yoy,0.01,0.00,0.01,0.00,0.01,0.01,0.02,,0.01,0.01,-0.01,-0.01,0.00,0.01,0.01,,,,,,,,,,,,,,,,,
High income,Trinidad and Tobago,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,
High income,United Arab Emirates,2-5.,Food Change Yoy,,,,,,,,,,,,,,0.03,,,,,0.05,0.04,0.04,0.05,0.03,0.03,0.03,,,,,,,
High income,United Arab Emirates,2-5.,Min. Bin,,,,,,,,,,,,,,1.00,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,
High income,United Arab Emirates,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,0.05,0.06,0.06,,,,,,,,,,,,,,
High income,United Arab Emirates,5-30.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,,
High income,United Arab Emirates,< 2.,Food Change Yoy,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.02,-0.01,-0.01,-0.02,,0.01,,,,,,,,,,,-0.01,0.00,-0.04,-0.03,-0.03,-0.02,
High income,United Arab Emirates,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,
High income,United Kingdom,2-5.,Food Change Yoy,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,
High income,United Kingdom,2-5.,Min. Bin,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,
High income,United Kingdom,< 2.,Food Change Yoy,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.00,,0.01,0.00,-0.01,-0.01,-0.01,-0.01,0.00,-0.01,-0.01,-0.01,0.00
High income,United Kingdom,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
High income,United Kingdom,No Value,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,United Kingdom,No Value,Min. Bin,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,
High income,United States,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,0.04,0.05,,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,,,,0.03,0.03
High income,United States,2-5.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00
High income,United States,5-30.,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,
High income,United States,5-30.,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,
High income,United States,< 2.,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,0.01,0.01,0.01,,
High income,United States,< 2.,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,1.00,1.00,1.00,,
High income,Uruguay,5-30.,,0.06,0.08,0.08,0.08,0.07,0.06,0.07,0.08,0.09,0.11,0.13,0.14,0.13,0.11,0.13,0.19,0.19,0.17,0.15,0.13,0.14,0.12,0.11,0.09,0.10,0.10,0.08,,,,0.06,0.07
High income,Uruguay,5-30.,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00
(British Overseas Territory),Congo,2-5.,,,,,,,,,,,,,,0.04,0.04,0.04,,,0.03,,,,,,,,,,,,,,
(British Overseas Territory),Congo,2-5.,,,,,,,,,,,,,,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,
(British Overseas Territory),Congo,5-30.,,,,,,,,,,,,,,,,,0.09,0.09,,,,,,,,,,,,,,,
(British Overseas Territory),Congo,5-30.,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,
(British Overseas Territory),Congo,< 2.,,-0.03,-0.02,-0.03,0.00,-0.03,-0.01,0.01,0.01,0.00,0.02,0.00,0.02,,,,,,,-0.02,-0.02,-0.01,-0.02,0.02,-0.01,,,,,,,,
(British Overseas Territory),Congo,< 2.,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,
(British Overseas Territory),Euro Area,< 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02
(British Overseas Territory),Euro Area,< 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
(British Overseas Territory),European Union,< 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.02,
(British Overseas Territory),European Union,< 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,
(British Overseas Territory),Ivory Coast,5-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.09
(British Overseas Territory),Ivory Coast,5-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
(British Overseas Territory),Laos,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.04,
(British Overseas Territory),Laos,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,
(British Overseas Territory),Libya,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,
(British Overseas Territory),Libya,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,
(British Overseas Territory),Libya,< 2.,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,
(British Overseas Territory),Libya,< 2.,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,
(British Overseas Territory),Macau,< 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01
(British Overseas Territory),Macau,< 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
(British Overseas Territory),Montserrat,2-5.,,,,,,,,,0.02,,0.03,0.03,0.02,0.03,0.04,0.03,0.02,0.03,,0.02,,,,,0.02,,,,,,,,
(British Overseas Territory),Montserrat,2-5.,,,,,,,,,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,,,,1.00,,,,,,,,
(British Overseas Territory),Montserrat,< 2.,,-0.01,0.00,0.00,0.01,0.00,0.01,0.01,,0.02,,,,,,,,,0.02,,0.00,0.01,0.00,0.01,,,,,,,,,
(British Overseas Territory),Montserrat,< 2.,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,,,,,,,,,1.00,,1.00,1.00,1.00,1.00,,,,,,,,,
(British Overseas Territory),Papua New Guinea,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
(British Overseas Territory),Papua New Guinea,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,
(British Overseas Territory),Papua New Guinea,< 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,
(British Overseas Territory),Papua New Guinea,< 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,
(British Overseas Territory),South Korea,5-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.06
(British Overseas Territory),South Korea,5-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
(British Overseas Territory),Swaziland,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.04,,
(British Overseas Territory),Swaziland,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,
(British Overseas Territory),Syria,5-30.,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,
(British Overseas Territory),Syria,5-30.,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,
(British Overseas Territory),Syria,>30,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,
(British Overseas Territory),Syria,>30,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,
(British Overseas Territory),Taiwan,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.04
(British Overseas Territory),Taiwan,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
(British Overseas Territory),Trinidad And Tobago,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,
(British Overseas Territory),Trinidad And Tobago,2-5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,
(British Overseas Territory),Trinidad And Tobago,5-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
(British Overseas Territory),Trinidad And Tobago,5-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,
(British Overseas Territory),Uzbekistan,5-30.,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.17,,,,,,,,
(British Overseas Territory),Uzbekistan,5-30.,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
(British Overseas Territory),Venezuela,>30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.21,21.90,,,
(British Overseas Territory),Venezuela,>30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,
(British Overseas Territory),Vietnam,5-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05
(British Overseas Territory),Vietnam,5-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
